,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,WebDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,SelfTaughtTypes,CousinEducation,WorkStart,HaveWorkedFramework,WantWorkFramework,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,HighestEducationParents,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,Worked_with_Assembly,Worked_with_C,Worked_with_C#,Worked_with_C++,Worked_with_Clojure,Worked_with_CoffeeScript,Worked_with_Common Lisp,Worked_with_Dart,Worked_with_Elixir,Worked_with_Erlang,Worked_with_F#,Worked_with_Go,Worked_with_Groovy,Worked_with_Hack,Worked_with_Haskell,Worked_with_Java,Worked_with_JavaScript,Worked_with_Julia,Worked_with_Lua,Worked_with_Matlab,Worked_with_Objective-C,Worked_with_PHP,Worked_with_Perl,Worked_with_Python,Worked_with_R,Worked_with_Ruby,Worked_with_Rust,Worked_with_SQL,Worked_with_Scala,Worked_with_Smalltalk,Worked_with_Swift,Worked_with_TypeScript,Worked_with_VB.NET,Worked_with_VBA,Worked_with_Visual Basic 6,Want_work_Assembly,Want_work_C,Want_work_C#,Want_work_C++,Want_work_Clojure,Want_work_CoffeeScript,Want_work_Common Lisp,Want_work_Dart,Want_work_Elixir,Want_work_Erlang,Want_work_F#,Want_work_Go,Want_work_Groovy,Want_work_Hack,Want_work_Haskell,Want_work_Java,Want_work_JavaScript,Want_work_Julia,Want_work_Lua,Want_work_Matlab,Want_work_Objective-C,Want_work_PHP,Want_work_Perl,Want_work_Python,Want_work_R,Want_work_Ruby,Want_work_Rust,Want_work_SQL,Want_work_Scala,Want_work_Smalltalk,Want_work_Swift,Want_work_TypeScript,Want_work_VB.NET,Want_work_VBA,Want_work_Visual Basic 6,Uses_Android Studio,Uses_Atom,Uses_Coda,Uses_Eclipse,Uses_Emacs,Uses_IPython / Jupyter,Uses_IntelliJ,Uses_Komodo,Uses_Light Table,Uses_NetBeans,Uses_Notepad++,Uses_PHPStorm,Uses_PyCharm,Uses_RStudio,Uses_RubyMine,Uses_Sublime Text,Uses_TextMate,Uses_Vim,Uses_Visual Studio,Uses_Visual Studio Code,Uses_Xcode,Uses_Zend,DevType_Data scientist,DevType_Database administrator,DevType_Desktop applications developer,DevType_DevOps specialist,DevType_Developer with a statistics or mathematics background,DevType_Embedded applications/devices developer,DevType_Graphic designer,DevType_Graphics programming,DevType_Machine learning specialist,DevType_Mobile developer,DevType_Other,DevType_Quality assurance engineer,DevType_Systems administrator,DevType_Web developer,IsImportantBenefit_Annual bonus,IsImportantBenefit_Charitable match,IsImportantBenefit_Child/elder care,IsImportantBenefit_Education sponsorship,IsImportantBenefit_Equipment,IsImportantBenefit_Expected work hours,IsImportantBenefit_Health benefits,IsImportantBenefit_Long-term leave,IsImportantBenefit_Meals,IsImportantBenefit_None of these,IsImportantBenefit_Other,IsImportantBenefit_Private office,IsImportantBenefit_Professional development sponsorship,IsImportantBenefit_Remote options,IsImportantBenefit_Retirement,IsImportantBenefit_Stock options,IsImportantBenefit_Vacation/days off,Gender_Female,Gender_Gender non-conforming,Gender_Male,Gender_Other,Gender_Transgender,Race_Black or of African descent,Race_East Asian,Race_Hispanic or Latino/Latina,Race_I don’t know,Race_I prefer not to say,Race_Middle Eastern,"Race_Native American, Pacific Islander, or Indigenous Australian",Race_South Asian,Race_White or of European descent,Uses_StackOverflow_in_Android app,Uses_StackOverflow_in_Android browser,Uses_StackOverflow_in_Desktop,Uses_StackOverflow_in_Other phone browser,Uses_StackOverflow_in_iOS app,Uses_StackOverflow_in_iOS browser,MetricAssess__Benchmarked product performance,MetricAssess__Bugs found,MetricAssess__Commit frequency,MetricAssess__Customer satisfaction,MetricAssess__Hours worked,MetricAssess__Lines of code,MetricAssess__Manager's rating,MetricAssess__On time/in budget,MetricAssess__Other,MetricAssess__Peers' rating,MetricAssess__Release frequency,MetricAssess__Revenue performance,MetricAssess__Self-rating,Education_Bootcamp,Education_Coding competition,Education_Hackathon,Education_Industry certification,Education_On-the-job training,Education_Online course,Education_Open source contributions,Education_Part-time/evening course,Education_Self-taught
21206,"Yes, I program as a hobby",Romania,"Yes, part-time",Employed full-time,Secondary school,,A few days each month,Fewer than 10 employees,"Privately-held limited company, not in startup mode",11 to 12 years,4 to 5 years,Full stack Web developer,8.0,5.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",1.0,Less than a year ago,Important,Somewhat important,Somewhat important,Somewhat important,Important,Very important,Important,Very important,Somewhat important,Important,Very important,Very important,Important,Very important,Somewhat important,LinkedIn,I was just giving it a regular update,A career fair or on-campus recruiting event,Important,Very important,Not very important,Important,Important,Somewhat important,Important,Not at all important,,Somewhat important,Euros (€),Somewhat underpaid,Spaces,Not at all important,Official documentation; Trade book; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Company internal community; Built-in help,Take online courses; Bootcamp; Participate in hackathons; Participate in online coding competitions,11:00 AM,AngularJS; Cordova,AngularJS; Node.js; Cordova,Turn on some music,Agile; Scrum,Git,Multiple times a day,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10.0,At least once each week,Several times,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Haven't done at all,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,A bachelor's degree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,13419.3548387097,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1
21320,"Yes, both",United Kingdom,No,Employed full-time,Bachelor's degree,Computer programming or Web development,A few days each month,100 to 499 employees,Venture-funded startup,7 to 8 years,5 to 6 years,,8.0,7.0,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,"I'm not actively looking, but I am open to new opportunities",3.0,Less than a year ago,Important,Important,Important,Not very important,Not very important,Somewhat important,Very important,Very important,Important,,Somewhat important,Important,Not at all important,Important,Important,,,,,,,,,,,,,,British pounds sterling (£),Neither underpaid nor overpaid,Both,Important,Trade book; Textbook; Stack Overflow Q&A; Built-in help,Return to college; Get a job as a QA tester; Contribute to open source,7:00 AM,,React; Xamarin; .NET Core,Turn on some music,Agile; Scrum; Kanban,Mercurial,Multiple times a day,Somewhat agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8.0,At least once each week,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Several times,Once or twice,Haven't done at all,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,"Some college/university study, no bachelor's degree",Agree,Strongly agree,Strongly disagree,Strongly agree,43750.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21372,"Yes, both",Canada,No,Employed full-time,Primary/elementary school,,Never,100 to 499 employees,"Sole proprietorship or partnership, not in startup mode",20 or more years,19 to 20 years,,1.0,3.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",0.0,Less than a year ago,Important,Very important,Important,Important,Very important,Important,Important,Important,Very important,Somewhat important,Somewhat important,Very important,Important,Important,Somewhat important,Hired.com; Indeed; LinkedIn; Monster; Workopolis,I was just giving it a regular update,I was contacted directly by someone at the company (e.g. internal recruiter),,,,,,,,,,,Canadian dollars (C$),Greatly underpaid,Spaces,Not very important,Official documentation,Master's degree; Take online courses; Contribute to open source; Participate in hackathons,10:00 AM,AngularJS,Node.js; React; Xamarin; .NET Core,,Agile; Scrum; Kanban; Domain-driven design,Team Foundation Server,A few times a month,Disagree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,9.0,,,,,,,,,Somewhat agree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Primary/elementary school,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,55303.030303030304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
21414,"Yes, both",France,No,Employed full-time,Master's degree,Computer science or software engineering,Never,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",5 to 6 years,2 to 3 years,,8.0,9.0,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,"I'm not actively looking, but I am open to new opportunities",4.0,Less than a year ago,Somewhat important,Important,Important,Important,Important,Important,Important,Important,Important,Not very important,Somewhat important,Important,Important,Important,Important,,,,,,,,,,,,,,Euros (€),Neither underpaid nor overpaid,Both,Important,,Take online courses; Contribute to open source; Buy books and work through the exercises; Conferences/meet-ups,9:00 AM,AngularJS; Node.js,,Keep the room absolutely quiet,Agile; Scrum,Git,Once a day,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,,,,,,,,,,,,,,,,,,I have created a CV or Developer Story on Stack Overflow,7.0,At least once each day,Several times,At least once each week,At least once each week,At least once each week,Haven't done at all,Once or twice,Haven't done at all,Disagree,Disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,A master's degree,Somewhat agree,Agree,Disagree,Strongly agree,45161.29032258059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
21449,No,Mexico,No,Employed full-time,Bachelor's degree,Mathematics or statistics,A few days each month,100 to 499 employees,Something else,7 to 8 years,3 to 4 years,,8.0,9.0,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",1.0,Not applicable/ never,Not very important,Important,Important,Important,Important,Somewhat important,Important,Somewhat important,Important,Very important,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,,,,,,,,,,,,,,Mexican pesos (MXN$),Neither underpaid nor overpaid,Tabs,Important,Official documentation; Stack Overflow Q&A; Stack Overflow Docs,Return to college; Get a job as a QA tester; Take online courses; Part-time/evening courses,9:00 AM,Xamarin; .NET Core,Xamarin; .NET Core,Turn on some music,Scrum,Git,Once a day,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",9.0,Several times,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,No education,Somewhat agree,Agree,Disagree,Somewhat agree,9090.90909090909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21512,"Yes, both",United States,No,Employed full-time,Bachelor's degree,A social science,Never,100 to 499 employees,"Privately-held limited company, not in startup mode",2 to 3 years,1 to 2 years,,8.0,8.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",0.0,Between 1 and 2 years ago,Important,Somewhat important,Somewhat important,Important,Important,Important,Important,Important,Very important,Somewhat important,Very important,Very important,Somewhat important,Important,Very important,,,,,,,,,,,,,,U.S. dollars ($),Somewhat underpaid,Both,Somewhat important,Official documentation; Stack Overflow Q&A; Non-Stack online communities; Tutoring/mentoring; Friends network,Contribute to open source; Bootcamp; Part-time/evening courses; Buy books and work through the exercises,7:00 AM,,Xamarin; .NET Core,Turn on some music,Extreme,Team Foundation Server,Multiple times a day,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Disagree,Disagree,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Some influence,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,I have created a CV or Developer Story on Stack Overflow,8.0,,,,,,,,,Agree,Disagree,Somewhat agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,"Some college/university study, no bachelor's degree",Agree,Agree,Strongly disagree,Strongly agree,55000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
21728,"Yes, I program as a hobby",United States,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Never,20 to 99 employees,"Privately-held limited company, not in startup mode",8 to 9 years,2 to 3 years,,7.0,6.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",0.0,Between 1 and 2 years ago,Somewhat important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Important,Important,Somewhat important,Not very important,Somewhat important,Important,Somewhat important,Important,Somewhat important,LinkedIn,Something else,A career fair or on-campus recruiting event,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Important,Somewhat important,Not very important,Not at all important,Somewhat important,U.S. dollars ($),Somewhat underpaid,Tabs,Somewhat important,Official documentation; Trade book; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Company internal community; Friends network; Built-in help,Get a job as a QA tester; Take online courses; Participate in online coding competitions; Buy books and work through the exercises,10:00 AM,.NET Core,Xamarin; .NET Core,Turn on some music,Waterfall; Agile,Git,A few times a month,Disagree,Disagree,Disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,"I've visited Stack Overflow, but haven't logged in/created an account",10.0,Several times,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,,,,,Strongly agree,Agree,Somewhat agree,Strongly disagree,A bachelor's degree,Strongly agree,Agree,Strongly disagree,Strongly agree,49000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
21807,No,Germany,No,Employed full-time,Secondary school,,Never,Fewer than 10 employees,"Privately-held limited company, not in startup mode",20 or more years,14 to 15 years,Full stack Web developer,3.0,6.0,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Somewhat agree,Strongly disagree,Agree,Agree,Agree,Disagree,Agree,Somewhat agree,Agree,Disagree,Disagree,"I'm not actively looking, but I am open to new opportunities",1.0,Not applicable/ never,Not very important,Not very important,Important,Not very important,Very important,Somewhat important,Somewhat important,Important,Important,Not very important,Somewhat important,Very important,Important,Somewhat important,Very important,,,,,,,,,,,,,,Euros (€),Greatly underpaid,Spaces,Not very important,Official documentation; Trade book; Stack Overflow Q&A; Built-in help,Part-time/evening courses; Buy books and work through the exercises,8:00 AM,AngularJS,,Keep the room absolutely quiet,,Git,Multiple times a day,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Disagree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,Once or twice,Haven't done at all,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Several times,Haven't done at all,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,High school,Disagree,Somewhat agree,Strongly disagree,Agree,40860.2150537634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21839,"Yes, I program as a hobby",Switzerland,No,Employed part-time,Master's degree,A business discipline,Never,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",4 to 5 years,4 to 5 years,,6.0,6.0,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Strongly disagree,Agree,"I'm not actively looking, but I am open to new opportunities",1.0,Between 2 and 4 years ago,Very important,Not very important,Important,Not very important,Very important,Important,Very important,Very important,Very important,Somewhat important,Not very important,Important,Very important,Very important,Somewhat important,,,,,,,,,,,,,,Swiss francs,Neither underpaid nor overpaid,Tabs,Important,Trade book; Stack Overflow Q&A; Non-Stack online communities; Other,Master's degree; Take online courses; Part-time/evening courses; Buy books and work through the exercises,9:00 AM,,,Something else,Agile,Copying and pasting files to network shares,Never,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9.0,At least once each week,Several times,Haven't done at all,Once or twice,Haven't done at all,Several times,Several times,Once or twice,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,"Some college/university study, no bachelor's degree",Agree,Somewhat agree,Disagree,Strongly agree,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
21864,"Yes, both",India,I prefer not to say,Employed full-time,Bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week",10 to 19 employees,Pre-series A startup,3 to 4 years,3 to 4 years,Full stack Web developer,9.0,5.0,,,,,,,,,,,,,,,,,,"I'm not actively looking, but I am open to new opportunities",12.0,Less than a year ago,Somewhat important,Important,Somewhat important,Important,Important,Important,Important,Very important,Somewhat important,Important,Somewhat important,Important,Somewhat important,Somewhat important,Important,LinkedIn; Monster,A friend told me about a job opportunity,I was contacted directly by someone at the company (e.g. internal recruiter),Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Important,Somewhat important,Not very important,Important,Indian rupees (?),Somewhat underpaid,Tabs,Important,Official documentation; Textbook; Stack Overflow Q&A; Stack Overflow Docs; Non-Stack online communities; Friends network; Built-in help,Take online courses; Contribute to open source; Buy books and work through the exercises,8:00 AM,AngularJS,AngularJS; Node.js,Turn on some music,Mob,Git,Multiple times a day,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10.0,Several times,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Once or twice,Once or twice,Haven't done at all,Somewhat agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,A bachelor's degree,Strongly agree,Agree,Somewhat agree,Agree,146.82131845543998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
